Date,Type,Réf. transaction,Moyen de paiement,Quantité,Unité,Description,Catégorie,SKU,Devise,Prix avant réduction,Réduction,Prix (TTC),Prix (HT),TVA,Taux de TVA,Compte
15 mai 2026 14:40,Vente,TAAA237BUVF,Mastercard - Débit,"4,175",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"29,22","0,00","29,22","24,35","4,87",20 %,Caissier Frip & Co
15 mai 2026 14:40,Vente,TAAA237CB3B,Espèces,"2,23",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"15,61","0,00","15,61","13,01","2,60",20 %,Caissier Frip & Co
15 mai 2026 14:41,Vente,TAAA237CRFX,Mastercard - Débit,"0,805",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"5,64","0,00","5,64","4,70","0,94",20 %,Caissier Frip & Co
15 mai 2026 14:41,Vente,TAAA237CVCE,Visa - Débit,"1,57",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"10,99","0,00","10,99","9,16","1,83",20 %,Caissier Frip & Co
15 mai 2026 14:43,Vente,TAAA237DK4P,Visa - Débit,"0,415",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"2,90","0,00","2,90","2,42","0,48",20 %,Caissier Frip & Co
15 mai 2026 14:43,Vente,TAAA237D2K3,Espèces,"2,59",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"14,50","0,00","14,50","12,08","2,42",20 %,Caissier Frip & Co
15 mai 2026 14:43,Vente,TAAA237D2K3,Espèces,"2,625",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"14,70","0,00","14,70","12,25","2,45",20 %,Caissier Frip & Co
15 mai 2026 14:43,Vente,TAAA237D4YE,Espèces,"0,635",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"4,44","0,00","4,44","3,70","0,74",20 %,Caissier Frip & Co
15 mai 2026 14:44,Vente,TAAA237ECQL,Visa - Débit,"1,615",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"11,30","0,00","11,30","9,42","1,88",20 %,Caissier Frip & Co
15 mai 2026 14:45,Vente,TAAA237ENBL,Mastercard - Débit,"7,925",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"44,38","0,00","44,38","36,98","7,40",20 %,Caissier Frip & Co
15 mai 2026 14:45,Vente,TAAA237EQ3D,Espèces,"1,895",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"13,26","0,00","13,26","11,05","2,21",20 %,Caissier Frip & Co
15 mai 2026 14:45,Vente,TAAA237EVRF,Espèces,"0,785",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"5,50","0,00","5,50","4,58","0,92",20 %,Caissier Frip & Co
15 mai 2026 14:46,Vente,TAAA237E7BG,Mastercard - Crédit,"5,225",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"29,26","0,00","29,26","24,38","4,88",20 %,Caissier Frip & Co
15 mai 2026 14:47,Vente,TAAA237FU7A,Espèces,"0,59",kg,Chaussures,Ventes Au Kilo,,EUR,"1,77","0,00","1,77","1,48","0,29",20 %,Caissier Frip & Co
15 mai 2026 14:47,Vente,TAAA237FU7A,Espèces,"7,595",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"42,53","0,00","42,53","35,44","7,09",20 %,Caissier Frip & Co
15 mai 2026 14:47,Vente,TAAA237FU7A,Espèces,"6,26",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"35,06","0,00","35,06","29,22","5,84",20 %,Caissier Frip & Co
15 mai 2026 14:48,Vente,TAAA237GDXT,Espèces,"2,115",kg,Chaussures,Ventes Au Kilo,,EUR,"6,34","0,00","6,34","5,28","1,06",20 %,Caissier Frip & Co
15 mai 2026 14:48,Vente,TAAA237GDXT,Espèces,"7,24",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"40,54","0,00","40,54","33,78","6,76",20 %,Caissier Frip & Co
15 mai 2026 14:49,Vente,TAAA237GLA4,Visa - Débit,"6,31",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"35,34","0,00","35,34","29,45","5,89",20 %,Caissier Frip & Co
15 mai 2026 14:49,Vente,TAAA237G4FF,Visa - Débit,"1,625",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"11,38","0,00","11,38","9,48","1,90",20 %,Caissier Frip & Co
15 mai 2026 14:49,Vente,TAAA237G4CD,Visa - Débit,"8,26",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"46,26","0,00","46,26","38,55","7,71",20 %,Caissier Frip & Co
15 mai 2026 14:51,Vente,TAAA237H6DZ,Visa - Débit,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 14:51,Vente,TAAA237H6DZ,Visa - Débit,"3,215",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"18,00","0,00","18,00","15,00","3,00",20 %,Caissier Frip & Co
15 mai 2026 14:51,Vente,TAAA237H6DZ,Visa - Débit,"4,4",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"24,64","0,00","24,64","20,53","4,11",20 %,Caissier Frip & Co
15 mai 2026 14:51,Vente,TAAA237HY9V,Visa - Débit,"4,29",kg,Chaussures,Ventes Au Kilo,,EUR,"12,87","0,00","12,87","10,72","2,15",20 %,Caissier Frip & Co
15 mai 2026 14:51,Vente,TAAA237HY9V,Visa - Débit,"7,93",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"44,41","0,00","44,41","37,01","7,40",20 %,Caissier Frip & Co
15 mai 2026 14:52,Vente,TAAA237KKRS,Mastercard - Débit,"4,105",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"28,74","0,00","28,74","23,95","4,79",20 %,Caissier Frip & Co
15 mai 2026 14:52,Vente,TAAA237KPA6,Visa - Débit,"8,245",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"46,17","0,00","46,17","38,48","7,69",20 %,Caissier Frip & Co
15 mai 2026 14:52,Vente,TAAA237KUX2,Espèces,"3,85",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"26,95","0,00","26,95","22,46","4,49",20 %,Caissier Frip & Co
15 mai 2026 14:53,Vente,TAAA237LCAL,Visa - Débit,"10,795",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"60,45","0,00","60,45","50,38","10,07",20 %,Caissier Frip & Co
15 mai 2026 14:54,Vente,TAAA237LYMR,Espèces,"0,13",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"0,91","0,00","0,91","0,76","0,15",20 %,Caissier Frip & Co
15 mai 2026 14:55,Vente,TAAA237L3HT,Visa - Débit,"0,35",kg,Chaussures,Ventes Au Kilo,,EUR,"1,05","0,00","1,05","0,88","0,17",20 %,Caissier Frip & Co
15 mai 2026 14:55,Vente,TAAA237L3HT,Visa - Débit,"6,905",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"38,67","0,00","38,67","32,22","6,45",20 %,Caissier Frip & Co
15 mai 2026 14:55,Vente,TAAA237L99Y,Visa - Crédit,"1,62",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"11,34","0,00","11,34","9,45","1,89",20 %,Caissier Frip & Co
15 mai 2026 14:56,Vente,TAAA237MN4M,Visa - Débit,"2,13",kg,Chaussures,Ventes Au Kilo,,EUR,"6,39","0,00","6,39","5,32","1,07",20 %,Caissier Frip & Co
15 mai 2026 14:56,Vente,TAAA237MN4M,Visa - Débit,"0,935",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"6,54","0,00","6,54","5,45","1,09",20 %,Caissier Frip & Co
15 mai 2026 14:56,Vente,TAAA237MQHZ,Espèces,"1,39",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"9,73","0,00","9,73","8,11","1,62",20 %,Caissier Frip & Co
15 mai 2026 14:57,Vente,TAAA237M9G4,Espèces,"2,09",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"14,63","0,00","14,63","12,19","2,44",20 %,Caissier Frip & Co
15 mai 2026 14:59,Vente,TAAA237N6UB,Espèces,"5,785",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"32,40","0,00","32,40","27,00","5,40",20 %,Caissier Frip & Co
15 mai 2026 15:00,Vente,TAAA237PZ6V,Espèces,"1,815",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"12,70","0,00","12,70","10,58","2,12",20 %,Caissier Frip & Co
15 mai 2026 15:01,Vente,TAAA237QEHH,Visa - Crédit,"0,8",kg,Chaussures,Ventes Au Kilo,,EUR,"2,40","0,00","2,40","2,00","0,40",20 %,Caissier Frip & Co
15 mai 2026 15:01,Vente,TAAA237QEHH,Visa - Crédit,"3,98",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"27,86","0,00","27,86","23,22","4,64",20 %,Caissier Frip & Co
15 mai 2026 15:02,Vente,TAAA237QT43,Visa - Débit,"3,67",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"25,69","0,00","25,69","21,41","4,28",20 %,Caissier Frip & Co
15 mai 2026 15:02,Vente,TAAA237Q2TU,Espèces,"1,38",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"9,66","0,00","9,66","8,05","1,61",20 %,Caissier Frip & Co
15 mai 2026 15:03,Vente,TAAA237RBYM,Visa - Crédit,"0,39",kg,Chaussures,Ventes Au Kilo,,EUR,"1,17","0,00","1,17","0,98","0,19",20 %,Caissier Frip & Co
15 mai 2026 15:03,Vente,TAAA237RBYM,Visa - Crédit,"6,095",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"34,13","0,00","34,13","28,44","5,69",20 %,Caissier Frip & Co
15 mai 2026 15:03,Vente,TAAA237RLFE,Visa - Débit,"7,46",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"41,78","0,00","41,78","34,82","6,96",20 %,Caissier Frip & Co
15 mai 2026 15:04,Vente,TAAA237RSZA,Espèces,"1,95",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"13,65","0,00","13,65","11,38","2,27",20 %,Caissier Frip & Co
15 mai 2026 15:05,Vente,TAAA237SDBC,Mastercard - Débit,"1,11",kg,Chaussures,Ventes Au Kilo,,EUR,"3,33","0,00","3,33","2,78","0,55",20 %,Caissier Frip & Co
15 mai 2026 15:05,Vente,TAAA237SDBC,Mastercard - Débit,"1,1",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"7,70","0,00","7,70","6,42","1,28",20 %,Caissier Frip & Co
15 mai 2026 15:05,Vente,TAAA237SMVG,Espèces,"0,995",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"6,96","0,00","6,96","5,80","1,16",20 %,Caissier Frip & Co
15 mai 2026 15:06,Vente,TAAA237SKTD,Visa - Débit,"0,57",kg,Chaussures,Ventes Au Kilo,,EUR,"1,71","0,00","1,71","1,42","0,29",20 %,Caissier Frip & Co
15 mai 2026 15:06,Vente,TAAA237SKTD,Visa - Débit,"1,72",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"12,04","0,00","12,04","10,03","2,01",20 %,Caissier Frip & Co
15 mai 2026 15:09,Vente,TAAA237T442,Mastercard - Débit,"5,67",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"31,75","0,00","31,75","26,46","5,29",20 %,Caissier Frip & Co
15 mai 2026 15:11,Vente,TAAA237VFMM,Mastercard - Débit,"6,055",kg,Chaussures,Ventes Au Kilo,,EUR,"18,16","0,00","18,16","15,13","3,03",20 %,Caissier Frip & Co
15 mai 2026 15:11,Vente,TAAA237VFMM,Mastercard - Débit,"8,485",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"47,52","0,00","47,52","39,60","7,92",20 %,Caissier Frip & Co
15 mai 2026 15:13,Vente,TAAA237XATY,Espèces,"0,98",kg,Chaussures,Ventes Au Kilo,,EUR,"2,94","0,00","2,94","2,45","0,49",20 %,Caissier Frip & Co
15 mai 2026 15:13,Vente,"TAAA237V6PG, TAAA237XD9C","Mastercard - Débit, Espèces","1,885",kg,Chaussures,Ventes Au Kilo,,EUR,"5,66","0,00","5,66","4,72","0,94",20 %,Caissier Frip & Co
15 mai 2026 15:13,Vente,"TAAA237V6PG, TAAA237XD9C","Mastercard - Débit, Espèces",1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 15:13,Vente,"TAAA237V6PG, TAAA237XD9C","Mastercard - Débit, Espèces","7,07",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"39,59","0,00","39,59","32,99","6,60",20 %,Caissier Frip & Co
15 mai 2026 15:14,Vente,TAAA237XXRX,Espèces,"0,565",kg,Chaussures,Ventes Au Kilo,,EUR,"1,70","0,00","1,70","1,42","0,28",20 %,Caissier Frip & Co
15 mai 2026 15:14,Vente,TAAA237X3AK,Mastercard - Débit,"1,015",kg,Chaussures,Ventes Au Kilo,,EUR,"3,04","0,00","3,04","2,53","0,51",20 %,Caissier Frip & Co
15 mai 2026 15:14,Vente,TAAA237X3AK,Mastercard - Débit,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 15:14,Vente,TAAA237X3AK,Mastercard - Débit,"1,67",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"11,69","0,00","11,69","9,74","1,95",20 %,Caissier Frip & Co
15 mai 2026 15:15,Vente,TAAA237X6YN,Visa - Débit,"1,65",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"11,55","0,00","11,55","9,62","1,93",20 %,Caissier Frip & Co
15 mai 2026 15:15,Vente,TAAA237YFSN,Espèces,"0,325",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"2,28","0,00","2,28","1,90","0,38",20 %,Caissier Frip & Co
15 mai 2026 15:16,Vente,TAAA237YTN7,Visa - Débit,"5,355",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"29,99","0,00","29,99","24,99","5,00",20 %,Caissier Frip & Co
15 mai 2026 15:16,Vente,TAAA237YUCQ,Mastercard - Débit,"10,615",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"59,44","0,00","59,44","49,53","9,91",20 %,Caissier Frip & Co
15 mai 2026 15:17,Vente,TAAA237Y6EZ,Mastercard - Crédit,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 15:17,Vente,TAAA237Y6EZ,Mastercard - Crédit,"2,415",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"16,90","0,00","16,90","14,08","2,82",20 %,Caissier Frip & Co
15 mai 2026 15:17,Vente,TAAA237ZCLY,Visa - Débit,"5,465",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"30,60","0,00","30,60","25,50","5,10",20 %,Caissier Frip & Co
15 mai 2026 15:17,Vente,TAAA237ZGVK,Mastercard - Débit,"0,99",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"6,93","0,00","6,93","5,78","1,15",20 %,Caissier Frip & Co
15 mai 2026 15:18,Vente,TAAA237ZNMP,Mastercard - Débit,"1,305",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"9,14","0,00","9,14","7,62","1,52",20 %,Caissier Frip & Co
15 mai 2026 15:18,Vente,TAAA237ZZE9,Mastercard - Débit,"1,295",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"9,06","0,00","9,06","7,55","1,51",20 %,Caissier Frip & Co
15 mai 2026 15:19,Vente,TAAA2372FFP,Visa - Débit,"6,55",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"36,68","0,00","36,68","30,57","6,11",20 %,Caissier Frip & Co
15 mai 2026 15:22,Vente,TAAA2373VQY,Visa - Débit,"1,585",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"11,10","0,00","11,10","9,25","1,85",20 %,Caissier Frip & Co
15 mai 2026 15:25,Vente,TAAA2376AK3,Espèces,"3,09",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"21,63","0,00","21,63","18,02","3,61",20 %,Caissier Frip & Co
15 mai 2026 15:28,Vente,TAAA2377SD3,Visa - Débit,"2,4",kg,Chaussures,Ventes Au Kilo,,EUR,"7,20","0,00","7,20","6,00","1,20",20 %,Caissier Frip & Co
15 mai 2026 15:28,Vente,TAAA2377SD3,Visa - Débit,"5,755",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"32,23","0,00","32,23","26,86","5,37",20 %,Caissier Frip & Co
15 mai 2026 15:30,Vente,"TAAA2379FT3, TAAA2379HZS","Espèces, Visa - Débit","3,575",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"25,02","0,00","25,02","20,85","4,17",20 %,Caissier Frip & Co
15 mai 2026 15:31,Vente,TAAA23793XR,Visa - Débit,"5,065",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"28,36","0,00","28,36","23,63","4,73",20 %,Caissier Frip & Co
15 mai 2026 15:32,Vente,TAAA239AEDF,Visa - Débit,"4,82",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"33,74","0,00","33,74","28,12","5,62",20 %,Caissier Frip & Co
15 mai 2026 15:32,Vente,TAAA239AGKU,Visa - Débit,"4,295",kg,Chaussures,Ventes Au Kilo,,EUR,"12,88","0,00","12,88","10,73","2,15",20 %,Caissier Frip & Co
15 mai 2026 15:32,Vente,TAAA239AGKU,Visa - Débit,"11,125",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"62,30","0,00","62,30","51,92","10,38",20 %,Caissier Frip & Co
15 mai 2026 15:34,Vente,TAAA239BDFX,Mastercard - Débit,"7,845",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"43,93","0,00","43,93","36,61","7,32",20 %,Caissier Frip & Co
15 mai 2026 15:34,Vente,TAAA239BFED,Mastercard - Crédit,"2,615",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"18,30","0,00","18,30","15,25","3,05",20 %,Caissier Frip & Co
15 mai 2026 15:35,Vente,TAAA239BY7N,Visa - Débit,"3,95",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"27,65","0,00","27,65","23,04","4,61",20 %,Caissier Frip & Co
15 mai 2026 15:36,Vente,TAAA239CFHH,Visa - Débit,"0,89",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"6,23","0,00","6,23","5,19","1,04",20 %,Caissier Frip & Co
15 mai 2026 15:36,Vente,TAAA239CHPN,Espèces,"14,825",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"83,02","0,00","83,02","69,18","13,84",20 %,Caissier Frip & Co
15 mai 2026 15:36,Vente,TAAA239CHPN,Espèces,"6,205",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"34,75","0,00","34,75","28,96","5,79",20 %,Caissier Frip & Co
15 mai 2026 15:36,Vente,TAAA239CHPN,Espèces,"13,95",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"78,12","0,00","78,12","65,10","13,02",20 %,Caissier Frip & Co
15 mai 2026 15:37,Vente,TAAA239CQX3,Mastercard - Débit,"0,79",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"5,53","0,00","5,53","4,61","0,92",20 %,Caissier Frip & Co
15 mai 2026 15:37,Vente,TAAA239C4DP,Mastercard - Débit,"8,4",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"47,04","0,00","47,04","39,20","7,84",20 %,Caissier Frip & Co
15 mai 2026 15:38,Vente,TAAA239DLZ4,Visa - Débit,"3,48",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"24,36","0,00","24,36","20,30","4,06",20 %,Caissier Frip & Co
15 mai 2026 15:39,Vente,TAAA239DT9G,Visa - Débit,"1,875",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"13,12","0,00","13,12","10,93","2,19",20 %,Caissier Frip & Co
15 mai 2026 15:40,Vente,TAAA239D7F7,Visa - Crédit,"1,665",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"11,66","0,00","11,66","9,72","1,94",20 %,Caissier Frip & Co
15 mai 2026 15:41,Vente,TAAA239E4BP,Espèces,"1,51",kg,Chaussures,Ventes Au Kilo,,EUR,"4,53","0,00","4,53","3,78","0,75",20 %,Caissier Frip & Co
15 mai 2026 15:41,Vente,TAAA239E4BP,Espèces,"3,015",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"21,10","0,00","21,10","17,58","3,52",20 %,Caissier Frip & Co
15 mai 2026 15:42,Vente,TAAA239FHXD,Mastercard - Débit,2,kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"14,00","0,00","14,00","11,67","2,33",20 %,Caissier Frip & Co
15 mai 2026 15:44,Vente,"TAAA239FEEX, TAAA239F96P","Espèces, Espèces","0,735",kg,Chaussures,Ventes Au Kilo,,EUR,"2,20","0,00","2,20","1,83","0,37",20 %,Caissier Frip & Co
15 mai 2026 15:44,Vente,"TAAA239FEEX, TAAA239F96P","Espèces, Espèces",2,pce,Sacs,Ventes Au Kilo,,EUR,"0,40","0,00","0,40","0,33","0,07",20 %,Caissier Frip & Co
15 mai 2026 15:44,Vente,"TAAA239FEEX, TAAA239F96P","Espèces, Espèces","11,92",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"66,75","0,00","66,75","55,62","11,13",20 %,Caissier Frip & Co
15 mai 2026 15:44,Vente,TAAA239GDLV,Visa - Débit,"1,54",kg,Chaussures,Ventes Au Kilo,,EUR,"4,62","0,00","4,62","3,85","0,77",20 %,Caissier Frip & Co
15 mai 2026 15:44,Vente,TAAA239GDLV,Visa - Débit,"1,77",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"12,39","0,00","12,39","10,32","2,07",20 %,Caissier Frip & Co
15 mai 2026 15:45,Vente,TAAA239GXKV,Mastercard - Débit,"6,63",kg,Chaussures,Ventes Au Kilo,,EUR,"19,89","0,00","19,89","16,58","3,31",20 %,Caissier Frip & Co
15 mai 2026 15:45,Vente,TAAA239GXKV,Mastercard - Débit,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 15:45,Vente,TAAA239GXKV,Mastercard - Débit,"9,828",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"55,04","0,00","55,04","45,87","9,17",20 %,Caissier Frip & Co
15 mai 2026 15:47,Vente,TAAA239HMCP,Visa - Débit,"3,955",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"27,68","0,00","27,68","23,07","4,61",20 %,Caissier Frip & Co
15 mai 2026 15:48,Vente,TAAA239KFZZ,Espèces,"0,67",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"4,69","0,00","4,69","3,91","0,78",20 %,Caissier Frip & Co
15 mai 2026 15:50,Vente,TAAA239LCHX,Espèces,"1,39",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"9,73","0,00","9,73","8,11","1,62",20 %,Caissier Frip & Co
15 mai 2026 15:52,Vente,TAAA239L26Y,Espèces,"1,955",kg,Chaussures,Ventes Au Kilo,,EUR,"5,86","0,00","5,86","4,88","0,98",20 %,Caissier Frip & Co
15 mai 2026 15:53,Vente,TAAA239MQTS,Visa - Débit,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 15:53,Vente,TAAA239MQTS,Visa - Débit,"3,08",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"21,56","0,00","21,56","17,97","3,59",20 %,Caissier Frip & Co
15 mai 2026 15:54,Vente,TAAA239M76F,Espèces,"0,9",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"6,30","0,00","6,30","5,25","1,05",20 %,Caissier Frip & Co
15 mai 2026 15:56,Vente,TAAA239NVDH,Visa - Crédit,"0,77",kg,Chaussures,Ventes Au Kilo,,EUR,"2,31","0,00","2,31","1,92","0,39",20 %,Caissier Frip & Co
15 mai 2026 15:56,Vente,TAAA239NVDH,Visa - Crédit,"0,635",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"4,44","0,00","4,44","3,70","0,74",20 %,Caissier Frip & Co
15 mai 2026 15:57,Vente,TAAA239PGZQ,Espèces,"0,4",kg,Chaussures,Ventes Au Kilo,,EUR,"1,20","0,00","1,20","1,00","0,20",20 %,Caissier Frip & Co
15 mai 2026 15:57,Vente,TAAA239PGZQ,Espèces,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 15:57,Vente,TAAA239PGZQ,Espèces,"0,895",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"6,26","0,00","6,26","5,22","1,04",20 %,Caissier Frip & Co
15 mai 2026 15:57,Vente,TAAA239PN74,Espèces,"0,13",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"0,91","0,00","0,91","0,76","0,15",20 %,Caissier Frip & Co
15 mai 2026 15:58,Vente,"TAAA239PUSZ, TAAA239PYFY","Espèces, Mastercard - Débit",1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 15:58,Vente,"TAAA239PUSZ, TAAA239PYFY","Espèces, Mastercard - Débit","5,02",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"28,11","0,00","28,11","23,42","4,69",20 %,Caissier Frip & Co
15 mai 2026 15:58,Vente,TAAA239PZHE,Mastercard - Débit,"4,035",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"28,24","0,00","28,24","23,53","4,71",20 %,Caissier Frip & Co
15 mai 2026 15:59,Vente,TAAA239QCV9,Visa - Crédit,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 15:59,Vente,TAAA239QCV9,Visa - Crédit,"2,85",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"19,95","0,00","19,95","16,62","3,33",20 %,Caissier Frip & Co
15 mai 2026 15:59,Vente,TAAA239QF4F,Mastercard - Crédit,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 15:59,Vente,TAAA239QF4F,Mastercard - Crédit,"3,875",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"27,12","0,00","27,12","22,60","4,52",20 %,Caissier Frip & Co
15 mai 2026 16:00,Vente,TAAA239Q9LR,Visa - Crédit,"1,495",kg,Chaussures,Ventes Au Kilo,,EUR,"4,48","0,00","4,48","3,73","0,75",20 %,Caissier Frip & Co
15 mai 2026 16:00,Vente,TAAA239Q9LR,Visa - Crédit,1,pce,Sacs,Ventes Au Kilo,,EUR,"0,20","0,00","0,20","0,17","0,03",20 %,Caissier Frip & Co
15 mai 2026 16:00,Vente,TAAA239Q9LR,Visa - Crédit,"2,17",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"15,19","0,00","15,19","12,66","2,53",20 %,Caissier Frip & Co
